,latitud,longitud,barrio,property_type,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_price
310551,-34.6238638,-58.443041,Caballito,departamento,3,2,50,50,155000
73526,-34.5634212,-58.4384909,Belgrano,departamento,4,3,130,130,590000
254730,-34.596798,-58.4093901,Barrio Norte,departamento,5,4,136,113,389900
450409,-34.5950176,-58.4271288,Palermo,departamento,4,3,210,100,470000
127871,-34.5867976029,-58.443665608,Chacarita,ph,3,2,57,57,178000
195141,-34.5490322699,-58.4651961923,Nuñez,departamento,3,2,100,84,248000
174687,-34.6093423,-58.4865863,Villa del Parque,departamento,2,1,49,40,81900
222768,-34.6235042,-58.4933806,Floresta,casa,4,3,160,124,165500
277364,-34.558309,-58.459923,Belgrano,departamento,2,1,32,31,55000
302885,-34.5675238,-58.4497391,Belgrano,departamento,3,3,107,107,279000
256819,-34.5738019,-58.4390317,Belgrano,departamento,4,3,80,73,198000
129871,-34.5574841548,-58.458455801,Belgrano,departamento,2,1,52,45,139000
378299,-34.58138015077253,-58.4682975029632,Villa Ortuzar,ph,3,2,202,112,289000
153418,-34.624049,-58.3741241,San Telmo,departamento,3,2,94,86,145000
406327,-34.5948467,-58.4093411,Palermo,departamento,3,2,82,77,195000
52101,-34.6129518,-58.3911675,Congreso,departamento,3,2,59,57,124900
264423,-34.6050602307,-58.4603977203,Caballito,departamento,2,1,47,44,72000
391279,-34.6172846,-58.438339,Caballito,departamento,4,3,86,81,220000
333988,-34.573855,-58.4219,Palermo,departamento,1,1,36,34,89900
209743,-34.5973201,-58.3733695,Retiro,departamento,2,1,56,48,150000
315657,-34.5830659,-58.4950933,Villa Pueyrredón,departamento,2,1,40,30,137000
311272,-34.6452088,-58.3710246,Barracas,departamento,4,3,80,75,165000
286441,-34.58221834118078,-58.42513596685544,Palermo,casa,2,1,49,45,140000
99003,-34.596993828,-58.4159497033,Palermo,departamento,2,1,41,41,90000
316878,-34.6096179,-58.4002785,Balvanera,departamento,3,2,114,114,159000
228947,-34.5787182,-58.4119189,Palermo,departamento,4,2,105,97,315000
202757,-34.600963,-58.373053,Retiro,departamento,3,2,86,84,163000
336600,-34.6297403,-58.3984946,Parque Patricios,departamento,3,2,67,67,114900
269912,-34.5442925547,-58.4644248614,Nuñez,departamento,2,1,42,36,92500
452577,-34.610246,-58.4093469,Balvanera,departamento,3,2,53,53,89900
227905,-34.5819305,-58.4270334,Palermo,departamento,3,2,69,66,265000
377903,-34.5934082,-58.3931553,Recoleta,departamento,3,3,133,130,449000
161941,-34.547792287391374,-58.46573508523825,Nuñez,departamento,1,1,33,30,101000
113869,-34.6200762,-58.504097,Floresta,departamento,2,1,49,45,100000
306198,-34.5859505,-58.4215714,Palermo,departamento,4,3,136,119,498000
226529,-34.5796177,-58.4809893,Villa Urquiza,departamento,2,1,41,38,150000
101036,-34.5736865,-58.4383177,Colegiales,departamento,3,2,61,58,200000
412168,-34.583809057,-58.4154326656,Palermo,departamento,3,2,115,91,275000
66443,-34.5365424,-58.4683878,Nuñez,departamento,2,1,53,39,85000
129670,-34.5427877,-58.4626998,Nuñez,departamento,3,2,88,80,370000
250579,-34.6248512816,-58.434546398,Caballito,departamento,4,3,99,89,274900
92038,-34.5918836959,-58.4158730507,Palermo,departamento,2,1,30,30,75000
204322,-34.5773425,-58.4838002,Villa Urquiza,departamento,3,2,80,68,230000
301205,-34.6050571,-58.4538301,Villa Crespo,departamento,3,2,64,64,115000
460022,-34.588307,-58.483894,Villa Urquiza,departamento,1,1,33,30,85000
398105,-34.565053,-58.466401,Belgrano,departamento,2,1,40,40,82900
235033,-34.6128229,-58.4131895,Almagro,departamento,2,1,40,40,82000
158002,-34.5985972595,-58.4311367228,Villa Crespo,departamento,2,1,43,41,79900
252567,-34.5734523596,-58.4218992372,Palermo,departamento,3,2,75,66,265000
269195,-34.6294776,-58.4343831,Puerto Madero,departamento,2,1,114,96,485000
408566,-34.5895857186,-58.3990738811,Barrio Norte,departamento,1,1,45,40,235000
202030,-34.593259553683595,-58.4025719308655,Barrio Norte,departamento,2,1,35,35,75000
219588,-34.58221834118078,-58.42513596685544,Palermo,departamento,3,2,92,83,240000
185345,-34.6199189,-58.3748503,San Telmo,departamento,3,3,74,65,125000
288009,-33.08103,-68.46814,Liniers,casa,4,3,108,108,220000
117721,-34.5674643,-58.4526698,Belgrano,departamento,2,1,48,40,85000
239994,-34.5897064,-58.4130241,Palermo,departamento,4,3,133,122,325000
397564,-34.5820204,-58.4240237,Palermo,departamento,3,2,79,74,350000
188583,-34.560184,-58.485597,Villa Urquiza,ph,4,3,153,100,272000
89085,-34.5520684,-58.4699561,Nuñez,departamento,4,3,95,82,280000
140513,-34.5879381,-58.4201724,Palermo,departamento,3,2,62,62,115000
170312,-34.5486901,-58.4711685,Saavedra,departamento,2,1,45,39,92475
430749,-34.5916933,-58.4424718,Villa Crespo,departamento,1,1,41,34,43148
105681,-34.5979121,-58.4872104,Villa del Parque,departamento,5,4,138,127,321500
397090,-34.6311672,-58.4677818,Flores,departamento,3,2,55,53,150000
41979,-34.5797152,-58.4814632,Villa Urquiza,departamento,3,2,71,62,318500
452299,-34.594733,-58.400236,Recoleta,departamento,4,3,185,170,360000
354497,-34.5759688,-58.4846117,Villa Urquiza,departamento,3,2,68,68,175000
236558,-34.5941216,-58.3783977,Recoleta,departamento,6,4,180,180,535000
196729,-34.5899971,-58.5010743,Villa Pueyrredón,departamento,3,2,74,70,170000
94183,-34.5576404,-58.4793626,Coghlan,departamento,2,1,43,38,105000
355883,-34.6232619,-58.3929708,San Cristobal,departamento,3,2,121,97,99000
243331,-34.56249044330229,-58.4546909450343,Belgrano,departamento,5,4,161,151,345000
256213,-34.5861717,-58.4147901,Palermo,departamento,3,2,72,62,185000
375767,-34.615506,-58.386925,Monserrat,departamento,2,1,80,63,166000
301658,-34.6206094,-58.4696212,Flores,ph,4,3,162,120,165000
198831,-34.5728706051,-58.422335927,Palermo,departamento,4,3,189,171,598000
184099,-34.580186,-58.428451,Palermo,departamento,2,1,55,44,123956
447794,-34.585659,-58.415448,Palermo,departamento,4,3,214,145,430000
14852,-34.5498191,-58.4632616,Nuñez,departamento,5,4,239,200,398000
287434,-34.5844941,-58.4002745,Recoleta,departamento,2,1,54,44,159000
398172,-34.565951,-58.45419,Belgrano,departamento,2,1,45,45,129000
133704,-34.612373,-58.391628,Monserrat,departamento,3,2,62,62,119900
240529,-34.6173217,-58.3913466,San Cristobal,departamento,2,1,36,34,80000
381909,-34.6113371,-58.4739278,Villa General Mitre,departamento,4,3,206,131,225000
89063,-34.6352479,-58.4677967,Flores,departamento,3,2,68,62,140000
187796,-34.6112537,-58.4308781,Caballito,departamento,4,3,105,86,194900
216787,-34.6185745,-58.3796948,San Telmo,departamento,3,2,87,81,175000
23490,-34.5741287,-58.4723443,Villa Urquiza,departamento,3,2,140,70,295000
264629,-34.5671197,-58.491183,Villa Urquiza,departamento,2,1,57,47,139000
268145,-34.6113371,-58.4739278,Paternal,departamento,4,3,206,131,225000
226243,-34.580883,-58.410099,Palermo,departamento,3,2,84,76,268000
113420,-34.62837206561156,-58.463136978261836,Flores,departamento,4,3,130,110,234500
181617,-34.6222823,-58.458628,Flores,departamento,2,1,39,36,79000
15136,-34.557961,-58.460016,Belgrano,departamento,2,1,52,48,130000
418934,-34.6155279,-58.4060721,Balvanera,departamento,3,2,61,56,96000
46397,-34.5763632,-58.4230319,Palermo,departamento,4,3,152,152,550000
254935,-34.5817387,-58.5015136,Villa Pueyrredón,departamento,4,3,90,84,155000
77757,-34.61419625,-58.3733405966,San Telmo,departamento,1,1,37,32,47000
89352,-34.5583203,-58.4435769,Belgrano,departamento,2,1,47,43,165000
415985,-34.625236,-58.3789481,Constitución,departamento,1,1,35,32,63830
123433,-34.6287217,-58.3721462,Barracas,departamento,3,2,156,73,228000
233174,-34.566172,-58.461049,Belgrano,departamento,2,1,61,55,159000
244534,-34.585378,-58.4249041,Palermo,departamento,3,2,69,63,208000
413685,-34.5884352,-58.4333917,Palermo,departamento,2,1,36,36,83800
26042,-34.5647092,-58.4516769,Belgrano,departamento,3,2,63,63,170000
258470,-34.5787346,-58.4740778,Villa Urquiza,departamento,3,2,83,50,130000
31150,-34.5836481647,-58.4109856165,Palermo,departamento,4,3,123,90,370000
108513,-34.5919913681,-58.4227372176,Palermo,departamento,2,1,44,38,88000
38623,-34.5737363,-58.447307,Palermo,ph,6,4,144,144,179000
283,-34.541616,-58.4733768,Nuñez,departamento,3,2,70,62,155000
141867,-34.5906122,-58.4178039,Palermo,departamento,2,1,38,38,105000
114363,-34.6136419,-58.4609297,Villa General Mitre,departamento,3,2,137,55,208000
25744,-34.5478695,-58.4595882,Nuñez,departamento,3,2,50,50,158000
399632,-34.6046419,-58.517091,Villa Devoto,departamento,4,3,110,107,290000
384600,-34.6021132,-58.3893552,San Nicolás,departamento,2,1,37,37,87000
49444,-34.552624,-58.4546603,Nuñez,departamento,2,1,61,61,180000
215615,-34.5910967,-58.3994935,Barrio Norte,departamento,4,3,77,77,195000
381419,-34.56249044330229,-58.4546909450343,Belgrano,departamento,2,1,60,55,145000
358840,-34.579532,-58.454262,Colegiales,departamento,1,1,74,34,99000
355590,-34.5569,-58.455617,Belgrano,departamento,4,3,115,100,365000
237461,-34.597435,-58.4531248,Villa Crespo,ph,3,2,127,109,215000
107630,-34.5926982,-58.4965174,Agronomía,departamento,3,2,66,54,85000
433803,-34.5883229,-58.4082841,Palermo,departamento,4,3,79,71,230000
158165,-34.5775948,-58.495185,Villa Urquiza,departamento,3,2,75,70,188000
320175,-34.6289096,-58.4580824,Flores,departamento,2,1,44,41,105000
57740,-34.56249044330229,-58.4546909450343,Belgrano,departamento,4,3,115,102,419000
226467,-34.6392179,-58.5121936,Villa Luro,departamento,2,1,50,35,79000
135167,-34.559315,-58.4606923,Belgrano,departamento,2,1,41,37,110000
92067,-34.5948318,-58.4198205,Palermo,departamento,3,2,60,57,151055
414586,-34.6206143,-58.4577368,Flores,departamento,3,2,61,56,205000
107014,-34.5991402,-58.4353743,Villa Crespo,departamento,3,2,105,76,175000
353160,-34.5784188,-58.4832083,Villa Urquiza,departamento,2,1,43,42,85000
361866,-34.5888557491,-58.4197554361,Palermo,departamento,2,1,34,34,79000
116144,-34.5953981,-58.3806588,Retiro,departamento,4,3,157,152,357000
39946,-34.6153732,-58.4756584,Villa del Parque,departamento,4,3,98,83,220000
351464,-34.6096287,-58.5248315,Villa Devoto,ph,4,3,168,95,260000
364814,-34.6331215,-58.4625657,Flores,departamento,2,1,50,36,65000
391093,-34.6349311,-58.3730952,Barracas,ph,4,3,124,116,275000
281223,-34.5757027107,-58.443420748,Colegiales,departamento,4,3,65,65,137000
252852,-34.6207156868,-58.4563905001,Caballito,departamento,4,3,177,160,291900
319702,-34.6209092,-58.3758471,San Telmo,departamento,3,2,78,66,155000
441515,-34.6378228,-58.4146849,Boedo,ph,3,2,156,141,300000
99109,-34.5678365,-58.4471209,Belgrano,departamento,5,4,154,146,505000
334736,-34.5669845,-58.4876912,Villa Urquiza,ph,4,3,152,95,240000
267018,-34.6016483,-58.4419071,Villa Crespo,departamento,2,1,33,30,65000
7460,-34.6332169,-58.3711498,Barracas,departamento,2,1,60,55,125000
101166,-34.5742948,-58.4814889,Villa Urquiza,departamento,2,1,46,43,140000
139596,-34.577576812,-58.4492860423,Colegiales,departamento,2,1,49,41,159000
189694,-34.5787045,-58.4069046,Palermo,departamento,3,2,100,93,440000
275850,-34.6259587,-58.5053953,Velez Sarsfield,departamento,3,2,76,63,129200
272367,-34.5970471,-58.4440938,Villa Crespo,departamento,5,3,130,119,325000
445998,-34.6044676,-58.4147628,Almagro,departamento,2,1,42,38,100000
188916,-34.6431915101,-58.4950518608,Villa Luro,departamento,3,2,72,69,149000
104180,-34.5986837,-58.4856781,Villa del Parque,departamento,3,2,68,62,105000
242152,-34.6036853,-58.4305495,Almagro,departamento,4,3,112,96,305000
29980,-34.5518097,-58.4634372,Nuñez,departamento,4,3,95,80,259000
443871,-34.6361129,-58.3675049,Barracas,ph,3,2,88,88,159000
295996,-34.599054,-58.4502012,Villa Crespo,departamento,3,2,75,75,115000
423059,-34.5541603,-58.4630003,Nuñez,departamento,4,3,100,92,219000
371303,-34.6280112,-58.4351927,Caballito,departamento,2,1,70,61,170000
391686,-34.546732,-58.47214,Saavedra,ph,3,2,90,62,140000
317562,-34.6185294,-58.4789295,Villa Santa Rita,ph,3,2,91,62,180000
381898,-34.6122827,-58.4791188,Villa Santa Rita,departamento,3,2,70,60,120250
447479,-34.6033013,-58.4503913,Villa Crespo,departamento,2,1,46,40,79000
404937,-34.6342648,-58.5053166,Villa Luro,departamento,4,3,107,100,157000
199745,-34.6219351,-58.49388,Floresta,casa,4,3,143,138,180000
412273,-34.6383377,-58.3883732,Barracas,ph,3,2,88,67,105000
87924,-34.5537346,-58.4619531,Belgrano,departamento,2,1,42,40,120000
406178,-34.6059915537,-58.4289902543,Almagro,departamento,1,1,35,31,88000
454816,-34.5949394,-58.4417772,Villa Crespo,departamento,2,1,55,55,110000
142450,-34.6307928,-58.4420454,Parque Chacabuco,departamento,3,2,69,62,158000
296807,-34.5630622,-58.437875,Belgrano,departamento,4,2,180,163,549000
291884,-34.641062,-58.5036268,Villa Luro,ph,4,3,84,56,100000
203750,-34.6052473,-58.4094146,Almagro,departamento,4,3,82,80,140000
41084,-34.6345931,-58.3917952,Parque Patricios,departamento,3,2,84,72,92000
422446,-34.6250482,-58.4540571,Caballito,departamento,2,1,47,41,139000
303934,-34.6217824,-58.4244518,Almagro,departamento,2,1,54,48,139000
100682,-34.6036185,-58.4066168,Once,departamento,4,3,82,67,130000
418551,-34.5896975,-58.4347983,Palermo,ph,2,1,55,40,145000
393734,-34.6423785,-58.4706045,Parque Avellaneda,ph,3,3,137,105,143000
235053,-34.637315,-58.524923,Liniers,departamento,2,1,42,42,45000
343324,-34.6310988503,-58.4652035144,Flores,departamento,4,3,153,105,217000
206929,-34.560014,-58.4841176,Villa Urquiza,ph,3,2,60,60,138000
12352,-34.5794968,-58.4888497,Belgrano,departamento,2,1,50,50,98000
8206,-34.5608149,-58.4871151,Saavedra,ph,2,1,44,39,89000
103807,-34.595884,-58.406262,Recoleta,departamento,2,1,31,31,70000
259235,-34.5987437,-58.5034328,Villa Devoto,departamento,4,3,115,105,329000
79555,-34.5905566,-58.5043428,Villa Pueyrredón,departamento,2,1,44,44,77000
81793,-34.5448121,-58.4598162,Nuñez,departamento,3,2,121,111,340000
401971,-34.5793346,-58.4795353,Villa Urquiza,departamento,2,1,48,44,120000
408611,-34.6136668292,-58.5109305382,Villa Devoto,departamento,2,1,36,36,75000
23214,-34.61876855517874,-58.441803128822414,Caballito,departamento,2,1,37,35,89000
150972,-34.6364252,-58.4813421,Floresta,ph,6,4,168,117,139900
289426,-34.620404,-58.5141338,Monte Castro,departamento,2,1,38,36,70000
71278,-34.5742,-58.4414,Belgrano,departamento,2,1,36,36,81000
437725,-34.6051185908,-58.4244311381,Almagro,departamento,2,1,82,62,155000
42267,-34.5819703,-58.4145972,Palermo,departamento,3,2,78,70,239900
272206,-34.594942,-58.407866,Recoleta,departamento,2,1,40,40,89000
274085,-34.629544,-58.416007,Boedo,departamento,2,1,41,40,69900
53879,-34.6216841,-58.4539078,Caballito,departamento,1,1,38,34,76000
389079,-34.6144667,-58.5069265,Monte Castro,ph,3,2,89,46,68000
23581,-34.5978907,-58.484634,Villa del Parque,departamento,3,2,64,64,129000
422629,-34.6191653,-58.3604664,Puerto Madero,departamento,3,2,111,90,390000
231425,-34.5939226,-58.4177765,Palermo,ph,3,2,130,100,399000
454809,-34.6042477,-58.4403603,Villa Crespo,departamento,2,1,48,40,79500
430851,-34.5851788,-58.5123741,Villa Devoto,departamento,2,2,61,56,100000
209273,-34.6286134,-58.37209,Barracas,departamento,3,2,72,66,175000
169947,-34.5871828,-58.4263228,Palermo,departamento,3,2,58,58,135000
102802,-34.5853097,-58.4416517,Palermo,departamento,3,2,57,54,160000
220463,-34.6072262,-58.4185722,Almagro,departamento,2,1,45,38,85000
167205,-34.5699614,-58.4323397,Palermo,departamento,2,1,52,49,168000
459777,-34.5893367,-58.3824102,Recoleta,departamento,4,3,102,93,295000
117818,-34.5894557,-58.3824544,Recoleta,departamento,2,1,38,38,120000
76823,-34.6230486,-58.4445134,Caballito,departamento,4,3,107,89,220000
403053,-34.5642977,-58.4563607,Belgrano,departamento,3,2,84,76,166000
460011,-34.623273,-58.391588,San Cristobal,departamento,3,2,54,54,65000
226437,-34.570878,-58.449284,Colegiales,departamento,4,3,99,86,275000
438461,-34.6242083,-58.4651784,Flores,departamento,3,2,72,65,175000
359124,-34.6378927,-58.447884,Parque Chacabuco,departamento,2,1,42,38,67510
54167,-34.6142535245,-58.4344365915,Parque Centenario,departamento,4,3,84,84,149000
233786,-34.5776193949,-58.4825397498,Villa Urquiza,departamento,4,3,72,63,219000
58335,-34.5945686286,-58.436923027,Villa Crespo,departamento,3,2,76,55,138000
176672,-34.6327785,-58.4479033,Parque Chacabuco,departamento,4,3,88,76,165000
232822,-34.6328786,-58.4720496,Flores,departamento,2,1,33,33,63000
398621,-34.5549040573,-58.4840226173,Saavedra,departamento,2,1,42,40,80000
216829,-34.5993963,-58.3855707,Barrio Norte,departamento,3,2,111,108,215000
45872,-34.5770002,-58.4053123,Recoleta,departamento,2,1,40,36,90000
296086,-34.5763541,-58.4962171,Villa Urquiza,departamento,3,2,65,62,180000
363095,-34.5919776,-58.4050384,Barrio Norte,departamento,3,2,68,58,195000
46764,-34.5701256,-58.4470656,Belgrano,departamento,3,2,132,88,363000
261360,-34.6049238,-58.4790573,Villa del Parque,casa,4,3,190,170,315000
393377,-34.623886,-58.442472,Caballito,ph,3,2,77,60,170000
186143,-34.5787993,-58.4124063,Palermo,departamento,2,1,44,38,120000
45256,-34.6166368,-58.4612889,Caballito,departamento,2,1,48,45,108000
242304,-34.6451568,-58.370149,Barracas,departamento,3,2,48,48,70000
59380,-34.6434191992,-58.3779686714,San Cristobal,departamento,1,1,32,30,60000
183366,-34.6034415,-58.3984701,Balvanera,departamento,1,1,33,31,69500
334610,-34.5952698,-58.4081588,Barrio Norte,departamento,3,2,55,55,108200
414588,-34.6369753,-58.4712744,Flores,casa,5,4,220,220,279000
399062,-34.6255803738,-58.3766913414,San Telmo,departamento,4,3,80,69,183000
456302,-34.6516851,-58.4798298,Parque Avellaneda,ph,3,2,227,91,220000
47686,-34.6137107,-58.4959962,Villa del Parque,departamento,3,2,70,55,150000
406602,-34.5889821,-58.3993271,Recoleta,departamento,4,3,101,96,290000
156413,-34.5890308599,-58.4015070834,Recoleta,departamento,4,3,72,72,197000
260165,-34.5507593,-58.4684478,Nuñez,departamento,4,3,82,79,195000
104999,-34.6093185,-58.4123823,Once,departamento,2,1,32,32,47000
147200,-34.6240774,-58.4134301,Boedo,departamento,2,1,49,42,25000
79443,-34.5965451,-58.4429963,Villa Crespo,departamento,2,1,51,51,87000
281103,-34.5983856,-58.4077282,Recoleta,departamento,1,1,32,32,59000
174292,-34.590028,-58.39521,Recoleta,departamento,1,1,55,47,127200
148128,-34.6150843,-58.4773509,Villa Santa Rita,departamento,1,1,43,40,89900
375663,-34.5962123,-58.3975476,Recoleta,departamento,3,2,79,76,169000
452804,-34.6189798,-58.4394965,Caballito,departamento,4,3,112,106,215000
78971,-34.5537414,-58.4594971,Nuñez,departamento,2,1,44,42,110000
199507,-34.5533065,-58.4371782,Belgrano,departamento,3,2,120,120,530000
170207,-34.5509807419,-58.4533810616,Belgrano,departamento,2,1,41,38,125000
125150,-34.6015605,-58.4330753,Villa Crespo,departamento,4,3,105,96,199000
74434,-34.5704037,-58.4512698,Belgrano,departamento,2,1,44,38,108000
61919,-34.548695,-58.470514,Nuñez,departamento,3,2,59,55,198000
17232,-34.619243,-58.362673,Puerto Madero,departamento,2,1,62,58,385000
454862,-34.5989,-58.4293,Villa Crespo,departamento,4,3,119,96,212900
440704,-34.5830001,-58.4330511,Palermo,departamento,3,2,71,66,270000
333914,-34.6462543184,-58.5123467445,Liniers,departamento,4,3,139,119,390000
403184,-34.6165717962,-58.3962392805,Balvanera,departamento,4,3,85,76,129000
423650,-34.598954,-58.3971304,Barrio Norte,departamento,2,1,76,70,227300
145690,-34.5941304,-58.4300885,Palermo,departamento,4,2,140,110,287000
279140,-34.5932135,-58.3900864,Barrio Norte,departamento,3,2,135,115,238000
368941,-34.6005534,-58.4638968,Paternal,departamento,3,2,82,71,135000
406906,-34.5775948,-58.495185,Villa Urquiza,departamento,2,1,61,43,125000
313751,-34.636587,-58.48908,Floresta,ph,6,4,142,142,245000
143587,-34.6049388,-58.4379464,Villa Crespo,departamento,3,2,85,76,245000
199532,-34.6103807,-58.3976944,Balvanera,departamento,3,2,67,65,120000
275047,-34.557444,-58.488172,Saavedra,casa,5,3,212,172,449500
397295,-34.5885678,-58.3816612,Retiro,departamento,3,2,85,85,230000
83936,-34.6424037562,-58.3727913217,Barracas,departamento,5,3,210,210,385000
26250,-34.6158330554,-58.3717989922,San Telmo,departamento,4,3,97,72,134900
26534,-34.6402111,-58.4235232,Parque Chacabuco,departamento,2,1,47,40,105000
277349,-34.5656655,-58.4578428,Belgrano,departamento,5,4,161,122,260000
397526,-34.5739051,-58.4338779,Palermo,departamento,2,1,94,94,149000
62272,-34.6166917,-58.443128,Caballito,departamento,4,3,131,110,285602
403215,-34.6190315,-58.4376124,Caballito,departamento,3,2,93,83,179900
447239,-34.6285467218,-58.4061956406,San Cristobal,ph,1,1,33,30,39000
383048,-34.571514,-58.44222,Colegiales,departamento,3,3,97,88,250000
321175,-34.6133933,-58.4409235,Caballito,departamento,3,2,73,63,220000
432093,-34.6096826,-58.4822682,Villa del Parque,ph,2,1,47,47,69000
289364,-34.580467,-58.459869,Colegiales,departamento,3,2,99,71,245000
174487,-34.5914006,-58.378031,Barrio Norte,departamento,3,2,49,49,125000
274550,-34.5659044,-58.4348803,Palermo,departamento,4,3,92,82,250000
892,-34.6121421958,-58.3875918388,Monserrat,departamento,4,3,94,88,110000
94266,-34.568434,-58.435047,Palermo,departamento,2,1,43,43,140000
210301,-34.6295841064,-58.4412702703,Caballito,departamento,2,1,45,42,104900
401751,-34.61876855517874,-58.441803128822414,Caballito,departamento,3,2,53,53,119000
408613,-34.598645321,-58.5021114349,Villa Devoto,departamento,2,1,80,56,218000
246508,-34.5663905,-58.4326297,Palermo,departamento,4,3,100,100,350000
80939,-34.585746,-58.418032,Palermo,ph,2,1,105,70,200000
47755,-34.601066,-58.376536,Centro / Microcentro,departamento,3,2,105,105,166000
174501,-34.599849,-58.37831,San Nicolás,departamento,2,1,49,49,105000
169802,-34.5412501,-58.4729664,Nuñez,departamento,3,2,80,66,164500
420851,-34.5929394,-58.4044537,Barrio Norte,departamento,4,3,133,120,350000
295697,-34.5957022,-58.3783612,Recoleta,departamento,3,2,63,63,128000
319152,-34.60869794001062,-58.40215875458791,Balvanera,departamento,3,2,83,77,125000
238181,-34.60857,-58.4159362,Almagro,departamento,3,2,61,58,85900
221474,-34.5633425,-58.4540833,Belgrano,departamento,3,3,90,87,360000
234131,-34.5411606,-58.4712854,Nuñez,departamento,2,1,53,53,170000
422636,-34.5686695425,-58.4856802225,Villa Urquiza,departamento,3,2,74,63,169000
162428,-34.6254289,-58.371353,San Telmo,departamento,3,2,65,60,100000
387186,-34.5784,-58.4609,Villa Ortuzar,departamento,3,2,104,65,170400
242546,-34.6895741,-58.4619481,Villa Lugano,departamento,3,2,50,50,48000
95583,-34.576318,-58.50445,Villa Pueyrredón,ph,3,3,179,81,265000
355364,-34.6309479734,-58.4624576569,Flores,departamento,4,3,98,84,279000
115223,-34.6282221,-58.4501864,Caballito,departamento,3,2,78,75,310000
388652,-34.5968514,-58.4082853,Recoleta,departamento,2,1,55,55,150000
277590,-34.6187005,-58.3797215,San Telmo,departamento,2,1,44,41,79000
269032,-34.628187,-58.4295863,Caballito,departamento,2,1,47,43,140000
257441,-34.6213002,-58.4384732,Caballito,departamento,4,3,99,99,190000
233508,-34.6126405,-58.3902526,Monserrat,departamento,4,3,128,118,175000
295753,-34.6154886,-58.3999627,Balvanera,departamento,2,1,50,50,85000
324284,-34.5738065,-58.4325339,Palermo,departamento,3,2,71,67,175000
240484,-34.6002008,-58.3798569,San Nicolás,departamento,3,2,75,75,116000
12529,-34.6098373,-58.3874177,Monserrat,departamento,3,2,65,65,125000
368601,-34.5883979,-58.4330084,Palermo,departamento,2,1,62,57,180000
430803,-34.5974779,-58.4418161,Villa Crespo,departamento,4,3,90,90,187000
427113,-34.564391,-58.4629443,Belgrano,departamento,3,2,51,51,116000
57367,-34.5972157,-58.377034,Retiro,departamento,2,1,38,38,75000
76431,-34.6249522,-58.4530416,Flores,departamento,2,1,50,38,65000
293613,-34.6286772,-58.4338114,Caballito,departamento,2,1,46,40,109000
363071,-34.5939901,-58.4059551,Barrio Norte,departamento,2,1,60,44,114000
452994,-34.6115181,-58.3738937,Monserrat,departamento,1,1,35,31,79000
393382,-34.6083215,-58.4452308,Caballito,ph,3,2,53,53,120000
211573,-34.632591,-58.3887664,Parque Patricios,ph,3,1,219,181,169000
281133,-34.5546314,-58.4827138,Saavedra,ph,3,2,112,72,245000
223872,-34.5927415,-58.4142372,Palermo,departamento,2,1,79,60,175000
222316,-34.60341512989291,-58.41030434211024,Abasto,departamento,4,3,110,100,335000
386918,-34.5798236,-58.4323436,Palermo,departamento,3,2,82,77,260000
452570,-34.610313,-58.4072158,Balvanera,departamento,3,2,60,58,89000
149367,-34.5653090627,-58.4480434349,Belgrano,departamento,3,2,60,58,289000
442658,-34.6283689,-58.4376351,Caballito,departamento,2,1,41,38,94799
162196,-34.6450373,-58.3696309,Barracas,departamento,4,3,104,84,130000
153414,-34.6234323,-58.3741786,San Telmo,departamento,4,3,76,68,98000
397072,-34.6248516,-58.4675699,Flores,departamento,3,2,87,79,98000
445996,-34.6169465,-58.422593,Almagro,departamento,3,2,50,50,109000
126776,-34.6229894,-58.4414854,Caballito,departamento,4,3,150,140,460000
158270,-34.5589255,-58.4459747,Belgrano,departamento,4,3,146,113,490000
316886,-34.6142092,-58.4343638,Caballito,departamento,4,3,89,89,149000
111227,-34.5574594,-58.4773094,Saavedra,departamento,2,1,41,39,105000
265182,-34.6208009,-58.3744035,San Telmo,departamento,2,1,49,42,85000
243559,-34.6162724,-58.4376735,Caballito,departamento,3,2,52,50,125000
21179,-34.5938135,-58.413975,Barrio Norte,departamento,3,2,45,45,125000
308688,-34.5868079,-58.4536527,Chacarita,departamento,2,1,57,32,89000
171593,-34.5747136,-58.4847874,Villa Urquiza,departamento,2,1,87,87,99000
432672,-34.6401331,-58.4856603,Floresta,ph,2,2,37,37,55000
65581,-34.6044546,-58.4000472,Balvanera,departamento,4,3,117,112,199000
2517,-34.5690264,-58.4497966,Belgrano,departamento,3,2,117,104,309000
213733,-34.5789143367,-58.4128140714,Palermo,departamento,1,1,49,45,270000
242332,-34.5654569,-58.465499,Belgrano,departamento,3,2,75,65,216000
135254,-34.5920081051,-58.3960179146,Recoleta,departamento,3,2,116,107,318000
95102,-34.6218972159,-58.5113049307,Monte Castro,casa,5,4,229,170,260000
428946,-34.6163957,-58.3772402,San Telmo,departamento,4,4,115,115,140000
94781,-34.6200178,-58.4605576,Caballito,departamento,3,2,69,62,180000
318870,-34.5581601,-58.478535,Coghlan,departamento,2,1,62,46,128000
304373,-34.5854576,-58.3884108,Recoleta,departamento,4,3,118,118,389000
310702,-34.596798,-58.4093901,Barrio Norte,departamento,5,4,136,113,389900
83646,-34.6365241,-58.451914,Flores,departamento,4,3,140,130,270000
120684,-34.5742334,-58.4233549,Palermo,departamento,3,2,97,91,550000
